timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
25028.704485422113,28,1.0,0.4734646468274189,0.4050650396319756,25028.708648816937-0 25028.70032202729-1,-9.081336352180664,9.659995723449015,139.09923554415985,19.902874275483267,14.99077729806108,-20.128754882038486,-0.17899003503191357,-0.031029907058093664,0.9833614351942224,-39.920846685068106,14.971112578377287,-20.130341810226675,0.190044424912168,-0.03461881150123389,0.981164947626058
25028.712863815977,28,1.0,0.47366105051390595,0.405269235617417,25028.708648816937-0 25028.71707881502-1,-9.014804614153666,9.608538591004095,138.73157480591374,19.902874275483267,14.99077729806108,-20.128754882038486,-0.17899003503191357,-0.031029907058093664,0.9833614351942224,-39.920846685068106,14.971112578377287,-20.130341810226675,0.19086176592312515,-0.0354007810816368,0.9809783743832053
25028.718888185445,28,1.0,0.47396732758659044,0.40538898428519843,25028.72069755587-0 25028.71707881502-1,-8.965102640825151,9.610848712384128,138.98741286334212,19.902874275483267,14.99077729806108,-20.128754882038486,-0.1784144675527246,-0.030898252872207377,0.9834701702325916,-39.920846685068106,14.971112578377287,-20.130341810226675,0.19086176592312515,-0.0354007810816368,0.9809783743832053
25028.728509343397,28,1.0,0.4740788740064553,0.4056126749801575,25028.72069755587-0 25028.736321130924-1,-8.927354916070957,9.568035947827997,138.77762604983548,19.902874275483267,14.99077729806108,-20.128754882038486,-0.1784144675527246,-0.030898252872207377,0.9834701702325916,-39.920846685068106,14.971112578377287,-20.130341810226675,0.19132704593093958,-0.036013727723989516,0.9808654203868961
25028.73477362706,28,1.0,0.47357292057992906,0.40617742126022216,25028.733226123193-0 25028.736321130924-1,-9.008872896250189,9.468444011048623,138.35582980592432,19.902874275483267,14.99077729806108,-20.128754882038486,-0.17935940796691674,-0.03230315885231354,0.9832531254473181,-39.920846685068106,14.971112578377287,-20.130341810226675,0.19132704593093958,-0.036013727723989516,0.9808654203868961
25028.73967946608,29,1.0,0.4739402264406056,0.40661997179531795,25028.74303780124-0 25028.736321130924-1,-8.949219374673534,9.433234722933925,138.66082264389672,19.902874275483267,14.99077729806108,-20.128754882038486,-0.17866744675205187,-0.03261150683506732,0.9833689201378338,-39.920846685068106,14.971112578377287,-20.130341810226675,0.19132704593093958,-0.036013727723989516,0.9808654203868961
25028.74825800227,29,1.0,0.47411211500565553,0.40628524966303503,25028.74303780124-0 25028.753478203304-1,-8.892131858328488,9.453788011213103,138.34697091186518,19.902874275483267,14.99077729806108,-20.128754882038486,-0.17866744675205187,-0.03261150683506732,0.9833689201378338,-39.920846685068106,14.971112578377287,-20.130341810226675,0.19203274524937802,-0.035890244219299525,0.9807320302314319
25028.752360064595,29,1.0,0.47434514676301875,0.4064417701746428,25028.751241925882-0 25028.753478203304-1,-8.854242747778205,9.447101723772542,138.54048905786817,19.902874275483267,14.99077729806108,-20.128754882038486,-0.1782291329935441,-0.032613503229672644,0.9834483898809627,-39.920846685068106,14.971112578377287,-20.130341810226675,0.19203274524937802,-0.035890244219299525,0.9807320302314319
25028.760706384368,29,1.0,0.473666096078845,0.4063571350288602,25028.767934565432-0 25028.753478203304-1,-8.964135206612617,9.419947095900515,137.97758185381056,19.902874275483267,14.99077729806108,-20.128754882038486,-0.17950305466480504,-0.03318590266827261,0.9831975128274566,-39.920846685068106,14.971112578377287,-20.130341810226675,0.19203274524937802,-0.035890244219299525,0.9807320302314319
25028.768129825654,29,1.0,0.47376501411684196,0.4067119592543951,25028.767934565432-0 25028.768325085875-1,-8.930678842980177,9.362781889257228,137.79209657399042,19.902874275483267,14.99077729806108,-20.128754882038486,-0.17950305466480504,-0.03318590266827261,0.9831975128274566,-39.920846685068106,14.971112578377287,-20.130341810226675,0.19244741290214412,-0.036678365072621316,0.9806215838960872
