id,start_timestamp,duration,start_index,end_frame,norm_pos_x,norm_pos_y,dispersion,avg_pupil_size,confidence
0,15769.139285254252,0.3856960187476943,0,3,0.4041139703001254,0.8181819320832465,0.330366486409,82.97095871628368,0.9316856312533355
1,15769.699462902021,0.2288649829915812,8,15,0.5044720763819587,0.935830351397234,0.958270586339,83.77108312216853,0.9961386772420979
2,15770.53965239583,0.46534072320537234,32,46,0.48412664992020454,0.9891895973553829,0.995674336475,89.45263811200975,0.9343890260096694
3,15771.014028607962,0.7751365822259686,46,64,0.48429892946092457,0.993528532795067,0.968180072113,89.26082418837122,0.9915723490174513
4,15772.282417440187,0.18634092206593778,79,85,0.385402799919813,0.817259431795161,0.455119550896,82.87468887579199,0.962460618021619
5,15772.88751273235,0.3150474589820078,97,107,0.4986438352709397,0.9855712088659451,0.99675378084,82.57907750785904,0.98689303418761
6,15773.207343723203,1.5917913814773783,107,154,0.4924529068963931,0.993087411714279,0.682634965522,86.03087913839903,0.9924519498218815
7,15774.851077405503,0.15037494627540582,156,160,0.36488204931931606,0.8667210045403475,0.810084235111,80.95311341495947,0.7481565708449096
8,15775.019835731408,0.3521896990805544,161,172,0.3863963347485349,0.8755599572585734,0.968179522001,81.12731189875316,0.8604914891420776
9,15775.584905107695,0.19082146056825877,178,184,0.42114861756843386,0.7339331191622553,0.905559079502,79.15670118879858,0.7830707300848395
10,15775.783033476811,0.17065155334785231,184,189,0.41559016141905236,0.7525648097980073,0.980854519675,79.23374671276434,0.8345486871684363
11,15775.961907547464,0.9709421447314526,189,218,0.4221559879277112,0.7728939108856566,0.668883074805,82.30429437480161,0.9247330476259926
12,15777.04582922678,0.17334021857277548,221,227,0.4229003479618786,0.7974508148149834,0.562923103135,82.98692753955865,0.8948382624794344
13,15777.325554330324,0.19547605454499717,230,236,0.4156445569098339,0.9088877364057757,0.257806879891,84.71081924224384,0.9550030129400272
14,15777.571418588439,0.20641161339153768,237,243,0.4089095707586272,0.9822789880093659,0.59494875698,87.85423974908105,0.7700662634490183
15,15777.84558289766,0.23351222557903384,245,252,0.3709848273880846,0.9527754267021401,0.728176643318,90.10083157600177,0.8997450724526956
16,15778.274182734724,0.221436834328415,258,265,0.4207619777113447,1.0062901556268524,0.987756920665,88.5776884217892,0.8607875791570646
17,15778.502211866562,0.5024844600975484,265,280,0.4098996532700472,1.0153554079573903,0.684303780825,88.26778313313746,0.8198452113685998
18,15779.059504983246,0.2678700870492321,282,290,0.42029312856429213,0.9488307012134005,0.774406793895,86.05086272527387,0.9467844498103404
19,15779.575554009583,0.21924994066466752,297,303,0.41539347149769834,0.6880254877576216,0.805004803438,86.65463777529916,0.9449775346941217
20,15779.890156280002,0.4261465145082184,306,319,0.4301936635072182,0.6526067892709294,0.538566539451,83.95432599156294,0.830502209650021
21,15780.574740824133,0.24251614931199583,327,334,0.44484408140662385,0.891788571312051,0.934324073652,90.5786019622187,0.7852820384433972
22,15780.825456183566,0.3387309773843299,334,344,0.43863381576527,0.9246050701394088,0.54593393855,90.88787874139578,0.8600626895185519
23,15781.191608595433,0.34316062497237,345,355,0.459358662356391,0.9236093125845454,0.502790065854,91.48079887546507,0.9757028903514923
24,15781.5909307627,0.17988440492990776,357,363,0.49568077373731073,1.002360364768387,0.772597162377,91.74214011286914,0.9473550284122526
25,15781.796554422272,0.4523832128397771,363,377,0.47856921459396845,1.000642213527174,0.628440795222,91.43397784111164,0.9315324240085685
26,15783.037435219932,1.3545691699437157,400,441,0.45977111952340344,1.0036733854228834,0.84572886008,88.7146562973882,0.917348753032274
27,15784.773632556926,0.17394791593142145,452,457,0.43712158116949895,0.8709626339015892,0.969646592178,86.33093791468893,0.7561690664485771
28,15784.993631829911,0.2761481994675705,459,467,0.41432581366287485,0.748764197987655,0.86305849315,85.70001460025885,0.7359470330880842
29,15785.622451267674,0.3514263354063587,477,488,0.4394766177027455,0.9563628993944292,0.899232497171,85.81716723553865,0.8349699371711939
30,15786.119138440386,0.17257044007783406,492,497,0.42134903496794934,1.0064962921380107,0.982122472635,88.22907510289251,0.7907187963168575
31,15786.2960068104,0.349343870746452,497,508,0.4189478344368953,1.0106358521614796,0.374354341642,88.03814698557818,0.9473862171879672
32,15787.077554364536,0.5060756906095776,521,536,0.3938771645066385,0.7457089717929986,0.980367045826,91.26916608089444,0.9767013675338156
33,15787.762427575604,0.15659625331500138,541,546,0.4332888515319081,0.7698372083592069,0.427075065671,87.7181821141647,0.7995064914445899
34,15788.087901042836,0.8017178890095238,551,575,0.4299781954303385,0.7849526026068306,0.898794844812,89.19624462074799,0.7455972779733748
35,15789.00041806884,0.28041533826581144,578,586,0.4321360694356414,0.8326985975566565,0.671311663158,94.30869228753298,0.7684114794195087
36,15789.370843606668,0.2460815067133808,589,597,0.42048701897784874,0.9384771111790059,0.897112201116,92.23097111509036,0.9291202686695398
