id,start_timestamp,duration,start_index,end_frame,norm_pos_x,norm_pos_y,dispersion,avg_pupil_size,confidence
26,86771.10856097669,0.29148548369994387,277,284,0.5349584364191445,0.5280435554739553,0.482985693265,73.7389285860668,0.8330837755044773
27,86771.44975039514,0.27829191357886884,285,294,0.5179625496763242,0.6182184052898875,0.63515469244,72.48724988872301,0.8224725298192226
28,86771.79260510037,0.33223625690152403,295,303,0.6232334891183418,0.4598519676799451,0.997525709983,72.95468769822214,0.9511225813140808
29,86772.3933059834,0.4866306638577953,310,324,0.5090713690260312,0.5995484981898984,0.544560829035,70.38169468075358,0.8364268484772063
30,86772.94585382084,0.3060898861294845,326,333,0.49149541433513916,0.5877832977835303,0.937992394514,68.56468015223408,0.8135880507892352
31,86773.73928042848,0.24972810066537932,346,353,0.40316237465194343,0.5881278587977974,0.833297555455,68.38264285801276,0.8806754221811541
32,86774.57741553822,0.2179475952143548,368,374,0.47947399869043456,0.6005836879771445,0.945369633165,73.27271848946282,0.8634605172708953
33,86775.12640550375,0.2974504091835115,383,390,0.48109840018265343,0.5691663763288648,0.994340987764,74.06125727566935,0.7813443318395847
34,86775.81872367358,0.22922689467668533,401,406,0.4600216446254993,0.5457667530596421,0.991233407408,72.54877100066804,0.7576069902044641
35,86776.18910381057,0.1873802567279199,409,415,0.3946159369317604,0.4560084268294837,0.770669819948,75.09100084011696,0.9983333333333334
36,86776.9768016829,0.1912349209014792,430,434,0.5965984310753084,0.4991780898429676,0.732240161913,74.31209643638613,0.9241219182487124
37,86777.17559005207,0.17142125853570178,435,437,0.5736644389566423,0.5002895461168444,0.926786201255,74.47901610232815,0.8240081892523922
38,86777.36906224769,1.0411491333943559,437,462,0.5585214727341054,0.502725243296066,0.998533418335,73.63691722841975,0.8734157428195103
39,86778.81221241943,0.3039676504995441,474,482,0.5692811871343835,0.507266639164024,0.486534184006,72.79753289469645,0.9125249389219442
