timestamp,index,id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
86771.13294806563,278,1,1.0,0.38771759050740423,0.40912528676998394,71.85701672177363,3d c++,248.1392579247387,283.6198623504077,41.474008213546036,71.85701672177363,-19.837745546227197,3.269250101994698,0.852629437783381,106,5.0637394504059365,-0.8473190926833805,36.35176617715584,12.0,-3.3122041581762165,1.9986023932781383,28.243480318751836,-0.6979953007151795,0.23716012383012658,-0.6756904882003336,1.634625050997349,1.8102378542852942,-2.3724302646380573,406.3649497510417,225.5484920621593,409.3336188256757,409.3336188256757,90.0
86771.1334824559,278,0,0.8968977691662954,0.3359067332191411,0.784528469551915,77.62662525530344,3d c++,214.9803092602503,103.42633461508078,47.05327035709762,77.62662525530344,21.100762348432653,2.6876751086376216,0.3877173950590507,66,3.8054302470614507,-2.759513984325866,30.824219096152166,12.0,-3.707389445632656,-4.780362954763923,21.687824309161673,-0.6260683077245089,-0.16840408086983816,-0.7613662322492079,1.3438375543188108,1.401585924569281,-2.2589852311675447,396.5426285680867,184.49498736869506,482.7372902321958,482.7372902321958,90.0
86771.14110069383,278,0,0.2761010156514909,0.3357591546950268,0.7848421463267982,74.97147020010524,3d c++,214.88585900481718,103.27576976313688,45.41179425397997,74.97147020010524,21.13302765862163,2.5961605458763737,0.3853785221654027,66,3.8054302470614507,-2.759513984325866,30.824219096152166,12.0,-3.7088296942444465,-4.785978217544548,21.69025280291619,-0.626188328442158,-0.16887201943489014,-0.7611638577696644,1.2980802729381868,1.4011111868267787,-2.2592096946213713,396.5426285680867,184.49498736869506,482.7372902321958,482.7372902321958,90.0
86771.15032092565,278,0,0.25547952290625026,0.3357290246830804,0.7851297153441911,74.92116333129037,3d c++,214.86657579717146,103.13773663478827,45.3563825407771,74.92116333129037,21.16570142611026,2.594635857901872,0.3853785221654027,66,3.8054302470614507,-2.759513984325866,30.824219096152166,12.0,-3.7097894567077043,-4.791248769652402,21.69221348039754,-0.6262683086474294,-0.16931123211054463,-0.761000467979552,1.297317928950936,1.4006655572306645,-2.2593776887358725,396.5426285680867,184.49498736869506,482.7372902321958,482.7372902321958,90.0
86771.15216557757,278,1,1.0,0.38766520628658035,0.40888745466888576,71.32789847152868,3d c++,248.10573202341143,283.73402175893483,41.140964247976655,71.32789847152868,-19.869466053108084,3.2455811255110856,0.8523202553409215,106,5.0637394504059365,-0.8473190926833805,36.35176617715584,12.0,-3.3135251203233143,2.00387188487311,28.246696879395028,-0.6981053808941042,0.23759924812970754,-0.6754224414800676,1.6227905627555428,1.8106898994193639,-2.37270735387042,406.3649497510417,225.5484920621593,409.3336188256757,409.3336188256757,90.0
86771.16241841721,278,0,0.29182479534504613,0.3356934447020715,0.7855074481903336,74.97752034404034,3d c++,214.8438046093258,102.95642486863989,45.357586088975005,74.97752034404034,21.208658777271225,2.5968695207850394,0.3853785221654027,66,3.8054302470614507,-2.759513984325866,30.824219096152166,12.0,-3.711067498074546,-4.798187372627173,21.694812080184615,-0.6263748120946664,-0.16988944902510894,-0.7607839179972959,1.2984347603925197,1.400078840497496,-2.2596007731842724,396.5426285680867,184.49498736869506,482.7372902321958,482.7372902321958,90.0
86771.16754745596,278,1,1.0,0.3873685670650306,0.4096514416610876,72.26842040909881,3d c++,247.91588292161958,283.367308002678,41.6477906230036,72.26842040909881,-19.73411569147811,3.2889003230159832,0.8525050319999394,106,5.0637394504059365,-0.8473190926833805,36.35176617715584,12.0,-3.323770945942547,1.987745080928428,28.251637753319034,-0.698959199695707,0.23625534780098403,-0.6750107019864002,1.6444501615079916,1.809306613184908,-2.37362287261714,406.3649497510417,225.5484920621593,409.3336188256757,409.3336188256757,90.0
86771.1717951706,279,0,0.41745271334973283,0.33216613612128254,0.7848237091376203,74.32523924643795,3d c++,212.58632711762084,103.28461961394225,44.23340888003949,74.32523924643795,20.89803114747812,2.583652110103538,0.3853785221654027,66,3.8054302470614507,-2.759513984325866,30.824219096152166,12.0,-3.802969064250303,-4.803583683010547,21.772476778424053,-0.6340332759426462,-0.17033914155705682,-0.7543118598106762,1.291826055051769,1.3996224964447714,-2.2697757674522423,396.5426285680867,184.49498736869506,482.7372902321958,482.7372902321958,90.0
86771.18421657452,279,1,1.0,0.38691375886012624,0.41008563876241755,71.9267716005933,3d c++,247.6248056704808,283.1588933940396,41.35765894294328,71.9267716005933,-19.636997701379244,3.274747795870924,0.8522711390269277,106,5.0637394504059365,-0.8473190926833805,36.35176617715584,12.0,-3.338018996801278,1.9788966117647029,28.263320109664676,-0.7001465372672679,0.23551797537067362,-0.6740371722909301,1.637373897935462,1.8085478282582574,-2.3751921130562836,406.3649497510417,225.5484920621593,409.3336188256757,409.3336188256757,90.0
86771.19014155024,279,0,0.42162299021307886,0.33233130547540485,0.7854588138135734,74.52492641332195,3d c++,212.6920355042591,102.97976936948476,44.34596307052756,74.52492641332195,20.98413872945474,2.5904524823720836,0.3853785221654027,66,3.8054302470614507,-2.759513984325866,30.824219096152166,12.0,-3.7992937529044015,-4.814187970097221,21.771789162894585,-0.6337269999971542,-0.17122283214761289,-0.7543691611047983,1.2952262411860418,1.398725629969765,-2.26950037680284,396.5426285680867,184.49498736869506,482.7372902321958,482.7372902321958,90.0
