id,start_timestamp,duration,start_index,end_frame,norm_pos_x,norm_pos_y,dispersion,avg_pupil_size,confidence
0,14714.179790620248,0.43257702596019953,0,4,0.5233765461268761,0.6538221545463841,0.256333159005,92.6625477311875,0.9709316132913431
1,14714.674395969781,0.20421325430288562,5,6,0.5800975071889835,0.7341817763678881,0.974956565679,93.51585320262461,0.9691432034248988
2,14714.890374646919,0.2848193265708687,6,10,0.5795891355993819,0.7686044197974914,0.934016641108,91.95449545808195,0.962853923287993
3,14715.199181126742,0.16933929484002874,10,14,0.5581938206561038,0.7826472948567958,0.934800054923,91.20470796498032,0.9266035886626603
4,14716.126043962906,0.28075190252820903,36,44,0.3829815697454177,0.6813967218644349,0.82986592127,99.36273662078497,1.0
5,14716.473774720047,0.16635383723951236,46,51,0.3816130154751002,0.7456475454329242,0.653484527483,99.43325362368111,0.9985714285714286
6,14717.457937677878,1.636637393701676,75,116,0.5147392137643549,0.7502846557749526,0.887684440491,92.09254894094727,0.9667688302399934
7,14719.510861660114,0.19148518069414422,127,132,0.4022998123327936,0.6415161022584825,0.831005778448,72.64847383290832,0.7550251470464956
8,14719.89735568257,0.42692535500646045,137,149,0.46603728041322656,0.6689655791456351,0.680344383714,86.44729137829697,0.9529182468896032
9,14720.351433477239,0.2042523847103439,150,155,0.4439433181609296,0.6663892250164799,0.668202580135,77.5191706739309,0.7326237404356107
10,14720.666377576352,0.27326965554675553,157,163,0.4289482793379864,0.6773180384128253,0.953525232779,96.08331067238623,0.9990909090909091
11,14720.976220263565,0.30194860873052676,164,171,0.4106604034543522,0.6969952321142937,0.945161786035,99.09616173080269,0.9991666666666666
12,14721.51701283178,0.26208071127621224,176,182,0.4158987445381441,0.7557806975794642,0.42474424183,93.33366651103162,0.7204482629323127
13,14721.884747993765,0.33303846540366067,184,190,0.44221348911319847,0.7114103828332418,0.986568607579,90.6935210692405,0.9319196735231811
14,14722.23328509388,0.48048547363941907,191,200,0.4557779159415808,0.7144677000665807,0.202260714602,88.11645899498134,0.9517664312668686
15,14722.838534769398,0.25258827328070765,202,206,0.42557227560356065,0.7191709338286901,0.27758965129,84.45461199184268,0.8505759844001858
16,14723.27062576577,0.15390181475231657,209,212,0.4226880440301764,0.6648321470593915,0.0693365361366,84.16243121118974,0.8781832418351857
17,14723.592955756982,0.30806385740106634,216,222,0.4740316683704246,0.6563124525833758,0.458863053509,82.80703062157966,0.7684680381768025
18,14724.013395086677,0.20979692815308226,225,230,0.46604200665523865,0.7211095542841716,0.175154227085,83.73366689772301,0.9899025865098042
